mode,step_index,day,timestamp,abs_timestamp,product,side,price,quantity,fill_type,source_order_price,book_origin,access_source,spread,imbalance,micro_gap,toxicity_bucket,conviction_bucket,spread_bucket,agreement_state,access_added_levels,cash_flow_signed,residual_to_trend,markout
access,15117,0,511700,511700,ASH_COATED_OSMIUM,SELL,10013,2,passive_resting_fill,10013,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,20026,0.0,17.0
access,15125,0,512500,512500,ASH_COATED_OSMIUM,SELL,10013,4,passive_resting_fill,10013,access,access,18.0,-0.12,-1.08,high,strong,wide,agree,1,40052,0.0,28.0
access,15128,0,512800,512800,ASH_COATED_OSMIUM,BUY,9997,7,passive_resting_fill,9997,public,access,0.0,0.0,0.0,low,mild,tight,agree,0,-69979,0.0,70.0
access,15143,0,514300,514300,ASH_COATED_OSMIUM,BUY,9998,5,passive_resting_fill,9998,public,access,18.0,0.463415,4.1707,high,extreme,wide,agree,1,-49990,0.0,35.0
access,15143,0,514300,514300,ASH_COATED_OSMIUM,BUY,9996,5,passive_resting_fill,9996,public,access,18.0,0.463415,4.1707,high,extreme,wide,agree,1,-49980,0.0,45.0
access,15161,0,516100,516100,ASH_COATED_OSMIUM,SELL,10012,5,passive_resting_fill,10012,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,50060,0.0,35.0
access,15172,0,517200,517200,ASH_COATED_OSMIUM,SELL,10011,5,passive_resting_fill,10011,public,access,17.0,0.428571,3.6429,high,extreme,wide,agree,1,50055,0.0,32.5
access,15201,0,520100,520100,ASH_COATED_OSMIUM,SELL,10015,6,passive_resting_fill,10015,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,60090,0.0,42.0
access,15218,0,521800,521800,ASH_COATED_OSMIUM,BUY,10000,4,passive_resting_fill,10000,public,access,17.0,0.0,0.0,low,mild,wide,agree,1,-40000,0.0,24.0
access,15218,0,521800,521800,ASH_COATED_OSMIUM,BUY,9998,4,passive_resting_fill,9998,public,access,17.0,0.0,0.0,low,mild,wide,agree,1,-39992,0.0,32.0
access,15253,0,525300,525300,ASH_COATED_OSMIUM,SELL,10008,18,aggressive_cross,10008,access,access,5.0,0.176471,0.4412,medium,mild,tight,agree,1,180144,0.0,180.0
access,15254,0,525400,525400,ASH_COATED_OSMIUM,SELL,10003,2,aggressive_cross,10003,public,access,12.0,-0.846154,-5.0769,high,extreme,normal,agree,1,20006,0.0,5.0
access,15257,0,525700,525700,ASH_COATED_OSMIUM,BUY,9999,4,passive_resting_fill,9999,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-39996,0.0,28.0
access,15257,0,525700,525700,ASH_COATED_OSMIUM,BUY,9997,4,passive_resting_fill,9997,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-39988,0.0,36.0
access,15259,0,525900,525900,ASH_COATED_OSMIUM,BUY,10003,4,aggressive_cross,10003,public,access,5.0,0.1,0.25,low,mild,tight,agree,0,-40012,0.0,6.0
access,15263,0,526300,526300,ASH_COATED_OSMIUM,SELL,10002,2,aggressive_cross,10002,public,access,11.0,-0.714286,-3.9286,high,extreme,normal,agree,0,20004,0.0,-20.0
access,15265,0,526500,526500,ASH_COATED_OSMIUM,SELL,10006,10,aggressive_cross,10006,public,access,7.0,0.0,0.0,low,mild,tight,agree,0,100060,0.0,20.0
access,15278,0,527800,527800,ASH_COATED_OSMIUM,SELL,10003,8,aggressive_cross,10003,access,access,10.0,0.076923,0.3846,medium,mild,normal,agree,2,80024,0.0,-24.0
access,15323,0,532300,532300,ASH_COATED_OSMIUM,BUY,10000,3,passive_resting_fill,10000,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-30000,0.0,4.5
access,15323,0,532300,532300,ASH_COATED_OSMIUM,BUY,9998,3,passive_resting_fill,9998,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-29994,0.0,10.5
access,15337,0,533700,533700,ASH_COATED_OSMIUM,SELL,10005,3,aggressive_cross,10005,public,access,11.0,-0.538462,-2.9615,high,extreme,normal,agree,1,30015,0.0,-12.0
access,15341,0,534100,534100,ASH_COATED_OSMIUM,SELL,10006,4,aggressive_cross,10006,public,access,11.0,-0.5,-2.75,high,extreme,normal,agree,0,40024,0.0,-18.0
access,15344,0,534400,534400,ASH_COATED_OSMIUM,SELL,10007,3,aggressive_cross,10007,public,access,11.0,-0.647059,-3.5588,high,extreme,normal,agree,0,30021,0.0,-12.0
access,15348,0,534800,534800,ASH_COATED_OSMIUM,SELL,10013,8,aggressive_cross,10013,access,access,6.0,0.405405,1.2162,high,strong,tight,agree,1,80104,0.0,16.0
access,15354,0,535400,535400,ASH_COATED_OSMIUM,SELL,10009,4,aggressive_cross,10009,public,access,10.0,-0.428571,-2.1429,high,extreme,normal,agree,0,40036,0.0,-16.0
access,15357,0,535700,535700,ASH_COATED_OSMIUM,SELL,10009,3,aggressive_cross,10009,public,access,10.0,-0.625,-3.125,high,extreme,normal,agree,0,30027,0.0,-1.5
access,15361,0,536100,536100,ASH_COATED_OSMIUM,BUY,10004,6,passive_resting_fill,10004,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-60024,0.0,21.0
access,15372,0,537200,537200,ASH_COATED_OSMIUM,SELL,10018,3,passive_resting_fill,10018,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,30054,0.0,22.5
access,15382,0,538200,538200,ASH_COATED_OSMIUM,SELL,10013,9,aggressive_cross,10013,public,access,6.0,-0.1,-0.3,low,mild,tight,agree,0,90117,0.0,18.0
access,15390,0,539000,539000,ASH_COATED_OSMIUM,SELL,10009,5,aggressive_cross,10009,public,access,10.0,-0.444444,-2.2222,high,extreme,normal,agree,0,50045,0.0,40.0
access,15423,0,542300,542300,ASH_COATED_OSMIUM,SELL,10015,8,aggressive_cross,10015,public,access,6.0,-0.2,-0.6,medium,strong,tight,agree,1,80120,0.0,0.0
access,15459,0,545900,545900,ASH_COATED_OSMIUM,SELL,10017,11,aggressive_cross,10017,access,access,6.0,-0.12,-0.36,medium,mild,tight,agree,1,110187,0.0,11.0
access,15484,0,548400,548400,ASH_COATED_OSMIUM,SELL,10016,18,aggressive_cross,10016,access,access,5.0,-0.018182,-0.0455,low,mild,tight,agree,2,180288,0.0,9.0
access,15526,0,552600,552600,ASH_COATED_OSMIUM,SELL,10014,5,aggressive_cross,10014,public,access,6.0,-0.333333,-1.0,high,strong,tight,agree,0,50070,0.0,-30.0
access,15529,0,552900,552900,ASH_COATED_OSMIUM,BUY,10005,2,passive_resting_fill,10005,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-20010,0.0,12.0
access,15544,0,554400,554400,ASH_COATED_OSMIUM,BUY,10011,10,passive_resting_fill,10011,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-100110,0.0,-5.0
access,15544,0,554400,554400,ASH_COATED_OSMIUM,BUY,10009,4,passive_resting_fill,10009,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-40036,0.0,6.0
access,15567,0,556700,556700,ASH_COATED_OSMIUM,BUY,10006,2,passive_resting_fill,10006,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-20012,0.0,11.0
access,15577,0,557700,557700,ASH_COATED_OSMIUM,BUY,10004,8,passive_resting_fill,10004,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-80032,0.0,56.0
access,15578,0,557800,557800,ASH_COATED_OSMIUM,BUY,10008,6,aggressive_cross,10008,public,access,6.0,0.25,0.75,medium,strong,tight,agree,0,-60048,0.0,9.0
access,15603,0,560300,560300,ASH_COATED_OSMIUM,SELL,10018,6,passive_resting_fill,10018,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,60108,0.0,21.0
access,15608,0,560800,560800,ASH_COATED_OSMIUM,SELL,10011,8,aggressive_cross,10011,public,access,7.0,-0.130435,-0.4565,medium,mild,tight,agree,1,80088,0.0,20.0
access,15635,0,563500,563500,ASH_COATED_OSMIUM,BUY,10010,2,aggressive_cross,10010,public,access,10.0,0.692308,3.4615,high,extreme,normal,agree,0,-20020,0.0,-4.0
access,15637,0,563700,563700,ASH_COATED_OSMIUM,SELL,10015,3,passive_resting_fill,10015,public,access,15.0,0.421053,3.1579,high,extreme,normal,agree,1,30045,0.0,21.0
access,15649,0,564900,564900,ASH_COATED_OSMIUM,BUY,10009,5,aggressive_cross,10009,public,access,9.0,0.375,1.6875,high,extreme,normal,agree,0,-50045,0.0,7.5
access,15666,0,566600,566600,ASH_COATED_OSMIUM,SELL,10017,7,passive_resting_fill,10017,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,70119,0.0,42.0
access,15673,0,567300,567300,ASH_COATED_OSMIUM,BUY,10004,10,passive_resting_fill,10004,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-100040,0.0,55.0
access,15673,0,567300,567300,ASH_COATED_OSMIUM,BUY,10002,7,passive_resting_fill,10002,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-70014,0.0,52.5
access,15730,0,573000,573000,ASH_COATED_OSMIUM,SELL,10015,3,passive_resting_fill,10015,access,access,15.0,-0.318182,-2.3864,high,extreme,normal,agree,1,30045,0.0,21.0
access,15740,0,574000,574000,ASH_COATED_OSMIUM,BUY,10003,2,passive_resting_fill,10003,public,access,15.0,-0.348837,-2.6163,high,extreme,normal,agree,1,-20006,0.0,9.0
access,15740,0,574000,574000,ASH_COATED_OSMIUM,BUY,10001,2,passive_resting_fill,10001,public,access,15.0,-0.348837,-2.6163,high,extreme,normal,agree,1,-20002,0.0,13.0
access,15741,0,574100,574100,ASH_COATED_OSMIUM,SELL,10015,5,passive_resting_fill,10015,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,50075,0.0,65.0
access,15741,0,574100,574100,ASH_COATED_OSMIUM,SELL,10017,5,passive_resting_fill,10017,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,50085,0.0,75.0
access,15743,0,574300,574300,ASH_COATED_OSMIUM,BUY,10003,3,passive_resting_fill,10003,public,access,17.0,-0.04,-0.34,low,mild,wide,agree,1,-30009,0.0,21.0
access,15743,0,574300,574300,ASH_COATED_OSMIUM,BUY,10001,3,passive_resting_fill,10001,public,access,17.0,-0.04,-0.34,low,mild,wide,agree,1,-30003,0.0,27.0
access,15784,0,578400,578400,ASH_COATED_OSMIUM,BUY,10005,4,aggressive_cross,10005,public,access,5.0,0.529412,1.3235,high,extreme,tight,agree,0,-40020,0.0,20.0
access,15786,0,578600,578600,ASH_COATED_OSMIUM,SELL,10010,6,aggressive_cross,10010,public,access,6.0,-0.294118,-0.8824,medium,strong,tight,agree,0,60060,0.0,12.0
access,15790,0,579000,579000,ASH_COATED_OSMIUM,BUY,10005,14,aggressive_cross,10005,access,access,6.0,0.034483,0.1034,low,mild,tight,agree,2,-140070,0.0,28.0
access,15808,0,580800,580800,ASH_COATED_OSMIUM,BUY,10005,6,aggressive_cross,10005,public,access,4.0,0.294118,0.5882,medium,strong,tight,agree,1,-60030,0.0,-42.0
access,15832,0,583200,583200,ASH_COATED_OSMIUM,BUY,10003,8,aggressive_cross,10003,public,access,4.0,0.470588,0.9412,high,strong,tight,agree,2,-80024,0.0,24.0
access,15839,0,583900,583900,ASH_COATED_OSMIUM,SELL,10013,7,passive_resting_fill,10013,access,access,15.0,0.12,0.9,medium,strong,normal,agree,1,70091,0.0,70.0
access,15840,0,584000,584000,ASH_COATED_OSMIUM,SELL,10012,8,passive_resting_fill,10012,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,80096,0.0,60.0
access,15851,0,585100,585100,ASH_COATED_OSMIUM,BUY,10001,5,aggressive_cross,10001,public,access,6.0,0.411765,1.2353,high,strong,tight,agree,1,-50005,0.0,17.5
access,15890,0,589000,589000,ASH_COATED_OSMIUM,BUY,10002,6,aggressive_cross,10002,public,access,4.0,0.294118,0.5882,medium,strong,tight,agree,1,-60012,0.0,9.0
access,15901,0,590100,590100,ASH_COATED_OSMIUM,SELL,10011,3,passive_resting_fill,10011,public,access,18.0,0.297297,2.6757,high,extreme,wide,agree,0,30033,0.0,16.5
access,15930,0,593000,593000,ASH_COATED_OSMIUM,SELL,10007,8,aggressive_cross,10007,public,access,9.0,-0.466667,-2.1,high,extreme,normal,agree,0,80056,0.0,12.0
access,15931,0,593100,593100,ASH_COATED_OSMIUM,BUY,10007,18,passive_resting_fill,10007,public,access,9.0,-0.393939,-1.7727,high,extreme,normal,agree,2,-180126,0.0,-45.0
access,15940,0,594000,594000,ASH_COATED_OSMIUM,SELL,10004,4,aggressive_cross,10004,public,access,9.0,-0.375,-1.6875,high,extreme,normal,agree,1,40016,0.0,-40.0
access,15948,0,594800,594800,ASH_COATED_OSMIUM,SELL,10011,2,passive_resting_fill,10011,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,20022,0.0,15.0
access,15948,0,594800,594800,ASH_COATED_OSMIUM,SELL,10013,2,passive_resting_fill,10013,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,20026,0.0,19.0
access,16006,0,600600,600600,ASH_COATED_OSMIUM,BUY,9994,6,passive_resting_fill,9994,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-59964,0.0,54.0
access,16042,0,604200,604200,ASH_COATED_OSMIUM,BUY,10002,4,aggressive_cross,10002,public,access,5.0,0.428571,1.0714,high,strong,tight,agree,0,-40008,0.0,14.0
access,16072,0,607200,607200,ASH_COATED_OSMIUM,BUY,9997,3,passive_resting_fill,9997,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-29991,0.0,24.0
access,16088,0,608800,608800,ASH_COATED_OSMIUM,BUY,10000,6,aggressive_cross,10000,public,access,6.0,0.428571,1.2857,high,extreme,tight,agree,0,-60000,0.0,12.0
access,16097,0,609700,609700,ASH_COATED_OSMIUM,BUY,9998,6,aggressive_cross,9998,public,access,5.0,0.4,1.0,high,strong,tight,agree,0,-59988,0.0,21.0
access,16114,0,611400,611400,ASH_COATED_OSMIUM,BUY,9995,6,passive_resting_fill,9995,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-59970,0.0,24.0
access,16114,0,611400,611400,ASH_COATED_OSMIUM,BUY,9993,6,passive_resting_fill,9993,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-59958,0.0,36.0
access,16117,0,611700,611700,ASH_COATED_OSMIUM,BUY,9994,2,passive_resting_fill,9994,access,access,15.0,0.153846,1.1538,high,strong,normal,agree,1,-19988,0.0,10.0
access,16156,0,615600,615600,ASH_COATED_OSMIUM,SELL,10008,5,passive_resting_fill,10008,access,access,15.0,-0.083333,-0.625,medium,strong,normal,agree,2,50040,0.0,45.0
access,16187,0,618700,618700,ASH_COATED_OSMIUM,BUY,9998,4,aggressive_cross,9998,access,access,6.0,0.428571,1.2857,high,extreme,tight,agree,2,-39992,0.0,18.0
access,16207,0,620700,620700,ASH_COATED_OSMIUM,SELL,10010,8,passive_resting_fill,10010,public,access,15.0,0.375,2.8125,high,extreme,normal,agree,1,80080,0.0,52.0
access,16227,0,622700,622700,ASH_COATED_OSMIUM,SELL,10011,4,passive_resting_fill,10011,public,access,19.0,0.021277,0.2021,low,mild,wide,agree,2,40044,0.0,26.0
access,16227,0,622700,622700,ASH_COATED_OSMIUM,SELL,10013,4,passive_resting_fill,10013,public,access,19.0,0.021277,0.2021,low,mild,wide,agree,2,40052,0.0,34.0
access,16245,0,624500,624500,ASH_COATED_OSMIUM,BUY,9996,6,passive_resting_fill,9996,access,access,17.0,-0.038462,-0.3269,low,mild,wide,agree,1,-59976,0.0,27.0
access,16260,0,626000,626000,ASH_COATED_OSMIUM,BUY,9998,5,aggressive_cross,9998,public,access,5.0,0.5,1.25,high,extreme,tight,agree,0,-49990,0.0,10.0
access,16289,0,628900,628900,ASH_COATED_OSMIUM,SELL,10008,6,passive_resting_fill,10008,public,access,15.0,-0.189189,-1.4189,high,extreme,normal,agree,1,60048,0.0,42.0
access,16321,0,632100,632100,ASH_COATED_OSMIUM,SELL,10009,5,passive_resting_fill,10009,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,50045,0.0,52.5
access,16340,0,634000,634000,ASH_COATED_OSMIUM,BUY,9995,2,passive_resting_fill,9995,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-19990,0.0,15.0
access,16391,0,639100,639100,ASH_COATED_OSMIUM,SELL,10011,8,passive_resting_fill,10011,access,access,15.0,-0.277778,-2.0833,high,extreme,normal,agree,1,80088,0.0,60.0
access,16405,0,640500,640500,ASH_COATED_OSMIUM,SELL,10006,8,aggressive_cross,10006,public,access,6.0,-0.157895,-0.4737,medium,mild,tight,agree,0,80048,0.0,0.0
access,16418,0,641800,641800,ASH_COATED_OSMIUM,SELL,10011,5,passive_resting_fill,10011,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,50055,0.0,30.0
access,16427,0,642700,642700,ASH_COATED_OSMIUM,SELL,10012,6,passive_resting_fill,10012,public,access,21.0,0.0,0.0,low,mild,wide,agree,1,60072,0.0,72.0
access,16427,0,642700,642700,ASH_COATED_OSMIUM,SELL,10014,6,passive_resting_fill,10014,public,access,21.0,0.0,0.0,low,mild,wide,agree,1,60084,0.0,84.0
access,16441,0,644100,644100,ASH_COATED_OSMIUM,SELL,10010,6,passive_resting_fill,10010,public,access,19.0,0.35,3.325,high,extreme,wide,agree,2,60060,0.0,42.0
access,16454,0,645400,645400,ASH_COATED_OSMIUM,BUY,9997,2,passive_resting_fill,9997,public,access,15.0,0.047619,0.3571,medium,mild,normal,agree,1,-19994,0.0,14.0
access,16454,0,645400,645400,ASH_COATED_OSMIUM,BUY,9995,2,passive_resting_fill,9995,public,access,15.0,0.047619,0.3571,medium,mild,normal,agree,1,-19990,0.0,18.0
access,16457,0,645700,645700,ASH_COATED_OSMIUM,SELL,10010,8,passive_resting_fill,10010,public,access,0.0,0.0,0.0,low,mild,tight,agree,0,80080,0.0,60.0
access,16466,0,646600,646600,ASH_COATED_OSMIUM,BUY,10005,4,aggressive_cross,10005,public,access,8.0,0.466667,1.8667,high,extreme,tight,agree,1,-40020,0.0,-10.0
access,16473,0,647300,647300,ASH_COATED_OSMIUM,SELL,10010,5,passive_resting_fill,10010,public,access,18.0,-0.365854,-3.2927,high,extreme,wide,agree,1,50050,0.0,30.0
access,16473,0,647300,647300,ASH_COATED_OSMIUM,SELL,10012,5,passive_resting_fill,10012,public,access,18.0,-0.365854,-3.2927,high,extreme,wide,agree,1,50060,0.0,40.0
access,16504,0,650400,650400,ASH_COATED_OSMIUM,BUY,9995,4,passive_resting_fill,9995,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-39980,0.0,20.0
access,16504,0,650400,650400,ASH_COATED_OSMIUM,BUY,9993,4,passive_resting_fill,9993,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-39972,0.0,28.0
access,16515,0,651500,651500,ASH_COATED_OSMIUM,BUY,10002,2,aggressive_cross,10002,public,access,9.0,0.764706,3.4412,high,extreme,normal,agree,0,-20004,0.0,-1.0
access,16539,0,653900,653900,ASH_COATED_OSMIUM,BUY,9993,6,passive_resting_fill,9993,public,access,18.0,-0.411765,-3.7059,high,extreme,wide,agree,0,-59958,0.0,27.0
access,16539,0,653900,653900,ASH_COATED_OSMIUM,BUY,9991,6,passive_resting_fill,9991,public,access,18.0,-0.411765,-3.7059,high,extreme,wide,agree,0,-59946,0.0,39.0
access,16548,0,654800,654800,ASH_COATED_OSMIUM,BUY,9992,6,passive_resting_fill,9992,public,access,15.0,-0.375,-2.8125,high,extreme,normal,agree,1,-59952,0.0,39.0
access,16569,0,656900,656900,ASH_COATED_OSMIUM,BUY,9993,10,passive_resting_fill,9993,public,access,15.0,0.083333,0.625,medium,strong,normal,agree,1,-99930,0.0,30.0
access,16569,0,656900,656900,ASH_COATED_OSMIUM,BUY,9991,7,passive_resting_fill,9991,access,access,15.0,0.083333,0.625,medium,strong,normal,agree,1,-69937,0.0,35.0
access,16580,0,658000,658000,ASH_COATED_OSMIUM,BUY,9992,3,passive_resting_fill,9992,public,access,17.0,-0.333333,-2.8333,high,extreme,wide,agree,1,-29976,0.0,13.5
access,16583,0,658300,658300,ASH_COATED_OSMIUM,SELL,10005,2,passive_resting_fill,10005,public,access,0.0,0.0,0.0,low,mild,tight,agree,0,20010,0.0,14.0
access,16584,0,658400,658400,ASH_COATED_OSMIUM,SELL,10005,2,passive_resting_fill,10005,public,access,15.0,0.0,0.0,low,mild,normal,agree,1,20010,0.0,15.0
access,16594,0,659400,659400,ASH_COATED_OSMIUM,BUY,9997,8,aggressive_cross,9997,access,access,9.0,0.0,0.0,low,mild,normal,agree,1,-79976,0.0,-16.0
access,16664,0,666400,666400,ASH_COATED_OSMIUM,BUY,9983,4,passive_resting_fill,9983,public,access,18.0,-0.277778,-2.5,high,extreme,wide,agree,1,-39932,0.0,26.0
access,16668,0,666800,666800,ASH_COATED_OSMIUM,BUY,9983,5,passive_resting_fill,9983,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-49915,0.0,45.0
access,16668,0,666800,666800,ASH_COATED_OSMIUM,BUY,9981,5,passive_resting_fill,9981,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-49905,0.0,55.0
access,16670,0,667000,667000,ASH_COATED_OSMIUM,BUY,9992,5,aggressive_cross,9992,public,access,9.0,0.444444,2.0,high,extreme,normal,agree,0,-49960,0.0,0.0
access,16680,0,668000,668000,ASH_COATED_OSMIUM,SELL,9998,2,passive_resting_fill,9998,public,access,15.0,-0.189189,-1.4189,high,extreme,normal,agree,1,19996,0.0,8.0
access,16680,0,668000,668000,ASH_COATED_OSMIUM,SELL,10000,2,passive_resting_fill,10000,public,access,15.0,-0.189189,-1.4189,high,extreme,normal,agree,1,20000,0.0,12.0
access,16736,0,673600,673600,ASH_COATED_OSMIUM,BUY,9991,10,passive_resting_fill,9991,access,access,14.0,-0.444444,-3.1111,high,extreme,normal,agree,2,-99910,0.0,40.0
access,16768,0,676800,676800,ASH_COATED_OSMIUM,BUY,9989,4,passive_resting_fill,9989,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-39956,0.0,22.0
access,16768,0,676800,676800,ASH_COATED_OSMIUM,BUY,9987,4,passive_resting_fill,9987,public,access,16.0,0.0,0.0,low,mild,normal,agree,1,-39948,0.0,30.0
access,16771,0,677100,677100,ASH_COATED_OSMIUM,BUY,9989,2,passive_resting_fill,9989,public,access,0.0,0.0,0.0,low,mild,tight,agree,0,-19978,0.0,14.0
access,16771,0,677100,677100,ASH_COATED_OSMIUM,BUY,9987,2,passive_resting_fill,9987,public,access,0.0,0.0,0.0,low,mild,tight,agree,0,-19974,0.0,18.0
access,16793,0,679300,679300,ASH_COATED_OSMIUM,BUY,9991,6,aggressive_cross,9991,public,access,5.0,0.25,0.625,medium,strong,tight,agree,0,-59946,0.0,0.0
access,16812,0,681200,681200,ASH_COATED_OSMIUM,SELL,10001,9,passive_resting_fill,10001,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,90009,0.0,49.5
access,16829,0,682900,682900,ASH_COATED_OSMIUM,SELL,10001,4,passive_resting_fill,10001,public,access,14.0,0.047619,0.3333,low,mild,normal,agree,2,40004,0.0,18.0
access,16829,0,682900,682900,ASH_COATED_OSMIUM,SELL,10003,4,passive_resting_fill,10003,public,access,14.0,0.047619,0.3333,low,mild,normal,agree,2,40012,0.0,26.0
access,16854,0,685400,685400,ASH_COATED_OSMIUM,SELL,10000,7,passive_resting_fill,10000,public,access,18.0,0.3,2.7,high,extreme,wide,agree,1,70000,0.0,31.5
access,16876,0,687600,687600,ASH_COATED_OSMIUM,BUY,9996,3,aggressive_cross,9996,public,access,10.0,0.647059,3.2353,high,extreme,normal,agree,0,-29988,0.0,-1.5
access,16896,0,689600,689600,ASH_COATED_OSMIUM,BUY,9991,10,aggressive_cross,9991,public,access,6.0,0.090909,0.2727,low,mild,tight,agree,0,-99910,0.0,10.0
access,16897,0,689700,689700,ASH_COATED_OSMIUM,BUY,9994,3,aggressive_cross,9994,public,access,9.0,0.647059,2.9118,high,extreme,normal,agree,0,-29982,0.0,18.0
access,16908,0,690800,690800,ASH_COATED_OSMIUM,BUY,9984,4,passive_resting_fill,9984,public,access,18.0,-0.297297,-2.6757,high,extreme,wide,agree,0,-39936,0.0,26.0
access,16994,0,699400,699400,ASH_COATED_OSMIUM,BUY,9991,2,aggressive_cross,9991,public,access,9.0,0.764706,3.4412,high,extreme,normal,agree,0,-19982,0.0,1.0
access,16997,0,699700,699700,ASH_COATED_OSMIUM,BUY,9990,4,aggressive_cross,9990,public,access,8.0,0.428571,1.7143,high,extreme,tight,agree,1,-39960,0.0,-6.0
access,16999,0,699900,699900,ASH_COATED_OSMIUM,SELL,9996,2,passive_resting_fill,9996,public,access,11.0,-0.333333,-1.8333,high,extreme,normal,agree,0,19992,0.0,12.0
access,17003,0,700300,700300,ASH_COATED_OSMIUM,SELL,9995,6,passive_resting_fill,9995,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,59970,0.0,54.0
access,17003,0,700300,700300,ASH_COATED_OSMIUM,SELL,9997,6,passive_resting_fill,9997,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,59982,0.0,66.0
access,17004,0,700400,700400,ASH_COATED_OSMIUM,BUY,9982,3,passive_resting_fill,9982,public,access,18.0,-0.235294,-2.1176,high,extreme,wide,agree,1,-29946,0.0,19.5
access,17008,0,700800,700800,ASH_COATED_OSMIUM,BUY,9991,2,aggressive_cross,9991,public,access,10.0,0.692308,3.4615,high,extreme,normal,agree,0,-19982,0.0,-2.0
access,17020,0,702000,702000,ASH_COATED_OSMIUM,BUY,9991,2,aggressive_cross,9991,public,access,9.0,0.764706,3.4412,high,extreme,normal,agree,0,-19982,0.0,2.0
access,17031,0,703100,703100,ASH_COATED_OSMIUM,BUY,9986,4,passive_resting_fill,9986,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-39944,0.0,-8.0
access,17031,0,703100,703100,ASH_COATED_OSMIUM,BUY,9984,4,passive_resting_fill,9984,public,access,16.0,0.0,0.0,low,mild,normal,agree,0,-39936,0.0,0.0
access,17039,0,703900,703900,ASH_COATED_OSMIUM,BUY,9986,2,passive_resting_fill,9986,public,access,4.0,-0.333333,-0.6667,medium,strong,tight,agree,1,-19972,0.0,6.0
access,17039,0,703900,703900,ASH_COATED_OSMIUM,BUY,9984,2,passive_resting_fill,9984,public,access,4.0,-0.333333,-0.6667,medium,strong,tight,agree,1,-19968,0.0,10.0
access,17078,0,707800,707800,ASH_COATED_OSMIUM,BUY,9983,5,passive_resting_fill,9983,public,access,19.0,0.0,0.0,low,mild,wide,agree,1,-49915,0.0,35.0
access,17094,0,709400,709400,ASH_COATED_OSMIUM,SELL,9991,6,aggressive_cross,9991,public,access,9.0,-0.625,-2.8125,high,extreme,normal,agree,0,59946,0.0,12.0
access,17098,0,709800,709800,ASH_COATED_OSMIUM,SELL,9990,8,aggressive_cross,9990,public,access,7.0,-0.052632,-0.1842,low,mild,tight,agree,0,79920,0.0,24.0
access,17102,0,710200,710200,ASH_COATED_OSMIUM,SELL,9995,2,passive_resting_fill,9995,public,access,21.0,0.0,0.0,low,mild,wide,agree,1,19990,0.0,10.0
access,17116,0,711600,711600,ASH_COATED_OSMIUM,BUY,9987,10,aggressive_cross,9987,public,access,7.0,0.166667,0.5833,medium,strong,tight,agree,1,-99870,0.0,15.0
access,17121,0,712100,712100,ASH_COATED_OSMIUM,SELL,9995,5,passive_resting_fill,9995,public,access,15.0,-0.043478,-0.3261,low,mild,normal,agree,1,49975,0.0,30.0
access,17121,0,712100,712100,ASH_COATED_OSMIUM,SELL,9997,5,passive_resting_fill,9997,public,access,15.0,-0.043478,-0.3261,low,mild,normal,agree,1,49985,0.0,40.0
